variable,error_relativo,superposicion,explicita
Desplazamiento techo (master),2.2457147255095745e-15,[0.004165782365057389, 0.033988214119965665, -0.00317622665976374, -0.00038125146915320905, 0.00010864339353723734, 0.00017478940823249074],[0.004165782365057387, 0.03398821411996574, -0.00317622665976374, -0.000381251469153214, 0.00010864339353723716, 0.00017478940823248962]
Reacciones basales totales (global),2.2049870492064782e-15,[-8147.753009998901, -6789.794175000085, 29519.99024999994, 16882.943906357374, -79194.56162032553, 27.689840605233137],[-8147.753009998853, -6789.794175000095, 29519.990249999948, 16882.943906357385, -79194.56162032536, 27.689840605233165]
Reaccion nodo base 1 (local),1.4161982628938541e-15,[-6.568677660937619, -333.8273285679245, -90.42153458259236, 883.0368230945255, -43.727714273797126, -0.28846503807228635],[-6.568677660937533, -333.8273285679251, -90.42153458259233, 883.0368230945268, -43.72771427379688, -0.288465038072277]
Fuerza interna columna_critica (tag 87),7.345904089130819e-16,[-1315.478815008698, 443.0616071868007, 480.6934948126341, 25.443848588599984, 26.48132453818242, 1.462043135023723],[-1315.4788150086986, 443.0616071868001, 480.69349481263316, 25.443848588599998, 26.48132453818244, 1.4620431350237106]
Fuerza interna viga_verifica (tag 118),4.414094276579092e-15,[-334.8204179106021, 136.92305516029856, 136.91504958812217, -18.591045858680815, 220.6228874382574, 25.052809403018447],[-334.8204179106006, 136.9230551602982, 136.9150495881218, -18.591045858680815, 220.6228874382575, 25.05280940301845]
